=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-23_3-15-1
====================================================================================
3:15:1 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5639.321289, 11.702108, 10600.065430>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5639.341309, 11.703739, 10600.048828>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5639.361328, 11.705378, 10600.033203>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5639.685547, 11.746244, 10599.751953>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5640.280273, 11.824416, 10599.239258>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5640.953125, 11.912833, 10598.658203>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5641.457031, 11.979064, 10598.222656>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5642.043945, 12.056229, 10597.716797>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5642.657715, 12.133032, 10597.235352>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5643.279297, 12.209483, 10596.764648>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5643.864258, 12.291162, 10596.323242>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5644.409180, 12.404581, 10595.918945>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5644.830566, 12.493218, 10595.594727>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5644.941895, 12.524488, 10595.411133>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5645.021973, 12.546877, 10595.280273>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5645.149902, 12.583046, 10595.065430>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5645.262207, 12.615102, 10594.874023>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5645.544922, 12.685879, 10594.514648>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5646.058105, 12.806614, 10593.958984>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5646.601074, 12.923216, 10593.379883>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5647.001953, 13.004606, 10592.953125>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5647.722656, 13.151155, 10592.186523>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5648.238281, 13.256941, 10591.617188>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5648.726563, 13.358095, 10591.061523>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5649.152344, 13.446583, 10590.571289>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5649.651367, 13.550367, 10589.993164>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5650.189453, 13.672832, 10589.358398>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5650.460938, 13.753468, 10588.842773>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5650.673340, 13.818846, 10588.394531>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5650.827637, 13.866351, 10588.068359>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5651.012207, 13.923399, 10587.673828>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5651.203125, 13.992177, 10587.243164>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5651.631348, 14.124767, 10586.676758>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5652.047852, 14.250589, 10586.166016>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5652.407715, 14.359069, 10585.727539>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5652.889648, 14.503829, 10585.145508>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5653.247559, 14.611534, 10584.710938>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5653.568848, 14.718157, 10584.202148>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5653.845215, 14.809745, 10583.766602>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5654.272461, 14.946274, 10583.094727>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5654.565430, 15.036629, 10582.637695>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5654.840820, 15.123837, 10582.168945>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5655.095703, 15.217830, 10581.442383>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5655.244141, 15.292392, 10580.962891>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5655.392578, 15.382129, 10580.445313>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5655.540527, 15.471769, 10579.928711>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5655.721680, 15.570058, 10579.402344>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5655.988770, 15.698708, 10578.784180>)
3:18:14 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5656.220215, 15.809952, 10578.249023>)
3:18:15 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5661.380371, 18.027731, 10570.065430>)
3:18:15 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5665.014648, 19.600983, 10563.489258>)
3:18:15 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5668.976563, 21.132813, 10555.729492>)
3:18:16 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5673.166504, 22.723675, 10546.717773>)
3:18:16 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5677.987305, 24.253122, 10535.921875>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5677.522949, 25.807802, 10525.804688>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5680.883789, 27.470530, 10514.880859>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5680.901367, 27.477697, 10514.833008>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5680.918945, 27.484926, 10514.785156>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5680.937012, 27.492249, 10514.736328>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5680.954590, 27.499666, 10514.687500>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5680.973633, 27.507294, 10514.637695>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5680.992676, 27.515421, 10514.583008>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5681.008789, 27.522430, 10514.536133>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5681.031738, 27.531790, 10514.474609>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5681.048340, 27.538857, 10514.427734>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5681.066895, 27.546871, 10514.375000>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5681.085449, 27.554388, 10514.325195>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5681.103027, 27.561928, 10514.275391>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5681.575684, 27.802797, 10512.729492>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5682.117676, 28.083185, 10510.956055>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5682.868652, 28.439638, 10508.493164>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5683.285645, 28.637400, 10507.125977>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5683.750977, 28.892803, 10505.605469>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5683.784668, 28.911264, 10505.513672>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5683.807617, 28.923620, 10505.453125>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5683.828125, 28.935150, 10505.396484>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5683.853027, 28.948532, 10505.330078>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5683.925781, 28.993273, 10505.106445>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5684.094238, 29.101061, 10504.565430>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5684.262695, 29.208826, 10504.025391>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5684.431152, 29.316826, 10503.483398>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5684.598633, 29.424833, 10502.942383>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5684.813477, 29.578568, 10502.247070>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5685.073242, 29.766273, 10501.408203>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5685.369629, 29.980970, 10500.449219>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5685.577148, 30.114286, 10499.775391>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5685.957520, 30.296532, 10498.534180>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5686.217773, 30.420269, 10497.691406>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5686.359375, 30.486908, 10497.237305>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5686.523438, 30.565065, 10496.705078>)
3:18:24 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5686.735352, 30.666229, 10496.015625>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5686.883789, 30.737522, 10495.531250>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5687.166016, 30.873535, 10494.604492>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5687.479492, 31.033142, 10493.576172>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5687.717773, 31.196817, 10492.793945>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5687.954590, 31.360775, 10492.015625>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5688.182617, 31.518679, 10491.266602>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5688.357422, 31.639524, 10490.694336>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5688.556641, 31.777754, 10490.038086>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5688.706543, 31.881628, 10489.545898>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5688.881348, 32.002743, 10488.970703>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5689.077148, 32.136864, 10488.334961>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5689.305176, 32.292229, 10487.600586>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5689.531738, 32.447495, 10486.870117>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5689.789063, 32.624062, 10486.041016>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5690.014648, 32.778507, 10485.314453>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5690.241211, 32.908535, 10484.723633>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5690.550293, 33.081348, 10483.991211>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5690.783203, 33.210648, 10483.443359>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5691.053223, 33.361088, 10482.806641>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5691.325195, 33.511639, 10482.168945>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5691.816406, 33.728901, 10481.267578>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5692.220703, 33.924870, 10480.583008>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5692.507324, 34.064194, 10480.098633>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5692.965332, 34.286560, 10479.326172>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5693.501465, 34.529091, 10478.488281>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5693.987305, 34.726826, 10477.876953>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5694.434082, 34.922600, 10477.325195>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5694.928711, 35.142628, 10476.701172>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5695.275879, 35.286549, 10476.304688>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5695.493652, 35.316319, 10476.284180>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5695.719238, 35.346752, 10476.264648>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5695.950684, 35.378029, 10476.245117>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5696.226563, 35.414883, 10476.220703>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5696.598633, 35.540474, 10475.903320>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5697.123535, 35.763737, 10475.280273>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5697.650391, 35.939285, 10474.679688>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5698.388672, 36.127270, 10473.886719>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5699.764160, 36.467522, 10472.485352>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5700.564453, 36.700829, 10471.784180>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5701.125000, 36.878960, 10471.294922>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5701.686035, 37.057087, 10470.805664>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5702.249023, 37.235535, 10470.315430>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5702.630859, 37.345528, 10470.067383>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5702.957520, 37.434147, 10469.895508>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5703.237305, 37.510311, 10469.746094>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5703.705078, 37.637833, 10469.496094>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5703.938477, 37.701603, 10469.370117>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5704.616211, 37.924725, 10468.686523>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5705.520996, 38.161407, 10467.814453>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5706.359375, 38.367512, 10467.014648>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5708.945313, 38.728786, 10464.739258>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5711.216309, 39.042747, 10462.793945>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5711.856445, 39.172264, 10462.315430>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5712.237793, 39.286514, 10462.047852>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5712.709961, 39.435467, 10461.723633>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5713.032715, 39.545227, 10461.503906>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5713.366211, 39.679871, 10461.205078>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5713.633789, 39.833687, 10460.818359>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5714.042480, 40.045227, 10460.301758>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5714.297363, 40.168484, 10460.007813>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5714.688477, 40.348457, 10459.586914>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5714.749512, 40.404716, 10459.429688>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5714.501465, 40.355438, 10459.485352>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5714.347656, 40.325405, 10459.518555>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5714.201172, 40.297424, 10459.548828>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5714.043457, 40.266987, 10459.580078>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5714.420410, 40.417347, 10459.250977>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5715.170898, 40.697338, 10458.655273>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5715.640625, 40.868759, 10458.294922>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5716.040527, 41.013119, 10457.994141>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5716.599609, 41.214775, 10457.573242>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5716.901855, 41.405750, 10457.079102>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5717.137695, 41.554493, 10456.694336>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5717.375000, 41.703896, 10456.308594>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5717.736816, 41.849575, 10455.759766>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5717.865723, 41.918133, 10455.444336>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5717.785156, 41.933018, 10455.291016>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5717.712891, 41.945774, 10455.157227>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5717.638672, 41.958332, 10455.021484>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5717.549316, 41.972965, 10454.863281>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5717.726074, 42.054012, 10454.509766>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5718.336914, 42.243591, 10453.840820>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5718.977539, 42.431942, 10453.117188>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5719.681152, 42.617733, 10452.283203>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5720.379395, 42.803474, 10451.447266>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5720.707520, 42.898659, 10451.006836>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5720.789063, 42.930614, 10450.847656>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5720.858398, 42.957737, 10450.710938>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5720.937988, 42.989010, 10450.555664>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5721.006348, 43.015862, 10450.419922>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5721.299805, 43.146893, 10449.819336>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5721.612305, 43.320534, 10449.158203>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5721.922852, 43.493816, 10448.500000>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5722.278809, 43.691410, 10447.748047>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5722.590332, 43.858624, 10447.115234>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5722.911621, 43.971359, 10446.721680>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5723.279785, 44.100208, 10446.272461>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5723.507813, 44.179974, 10445.994141>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5723.781250, 44.275703, 10445.660156>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5724.095703, 44.387604, 10445.270508>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5724.338379, 44.521267, 10444.761719>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5724.580078, 44.654907, 10444.253906>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5724.779297, 44.754654, 10443.843750>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5725.020996, 44.888664, 10443.338867>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5725.297363, 45.008492, 10442.884766>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5725.780762, 45.194576, 10442.202148>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5726.203613, 45.357651, 10441.602539>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5726.508301, 45.474346, 10441.173828>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5727.055664, 45.684616, 10440.402344>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5727.362305, 45.798985, 10439.987305>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5727.750488, 45.941601, 10439.470703>)
3:18:25 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5728.091797, 46.066387, 10439.018555>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5734.749023, 47.993832, 10431.250000>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5743.056641, 49.380650, 10422.217773>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5743.097656, 49.387070, 10422.174805>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5743.140625, 49.393593, 10422.131836>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5743.184082, 49.400452, 10422.086914>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5743.228516, 49.407337, 10422.040039>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5743.267090, 49.411507, 10422.016602>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5743.304199, 49.414631, 10422.000977>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5743.342773, 49.417957, 10421.984375>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5743.381348, 49.421318, 10421.967773>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5743.420410, 49.424622, 10421.950195>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5744.780762, 49.644054, 10420.509766>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5746.201660, 49.874798, 10419.000977>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5747.791504, 50.139610, 10417.315430>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5748.978027, 50.338394, 10416.055664>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5750.085449, 50.530590, 10414.881836>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5750.132324, 50.541306, 10414.841797>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5750.164063, 50.548111, 10414.815430>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5750.188965, 50.553429, 10414.795898>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5750.217773, 50.559837, 10414.772461>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5750.303223, 50.579380, 10414.695313>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5750.514160, 50.629223, 10414.494141>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5750.726074, 50.678955, 10414.292969>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5750.932617, 50.727730, 10414.096680>)
3:18:26 | "PhattSausage" (steamid=76561198063550007) teleported to crosshair (pos=<5751.139648, 50.776409, 10413.900391>)
